Cal Year,Cal Quarter,Cal Month,Cal Month #,Province,Market,Media Type,Media Sub Type,Ad Spend
2018,Q4,October,10,Quebec,Sherbrooke,Linear Television,Specialty TV,145319
2021,Q3,August,08,Saskatchewan,Yorkton,Newspapers,Community Newspaper,504
2022,Q3,July,07,National,National,Linear Television,Spot TV,15856
2023,Q1,January,01,National,National,Radio,Ad Sales House,35138
2019,Q1,March,03,Ontario,Windsor,Linear Television,Specialty TV,52669
2023,Q3,September,09,Multi-Market,Ottawa - Gatineau,Newspapers,Community Newspaper,43707
2022,Q2,May,05,Ontario,Thunder Bay,Newspapers,Community Newspaper,3278
2020,Q2,June,06,Alberta,Calgary - Lethbridge,Newspapers,Dailies,44351
2020,Q1,January,01,Quebec,Sherbrooke,Newspapers,Dailies,27931
2019,Q2,May,05,Multi-Market,Multi-Market,Out of Home,Other,1208182
2021,Q2,April,04,Quebec,Quebec City - Levis,Magazines,Trade Magazines,8000
2018,Q3,September,09,Quebec,Chaleur Bay - Carleton,Linear Television,Specialty TV,28728
2018,Q4,November,11,Quebec,Rouyn - Noranda - Val D'Or,Linear Television,Conventional TV,85549
2023,Q2,April,04,Manitoba,Winnipeg - Brandon,Out of Home,Billboards,79979
2020,Q4,December,12,British Columbia,Kelowna - Okanagan Valley - Kamloops,Newspapers,Community Newspaper,107058
2021,Q3,July,07,British Columbia,Dawson Creek,Newspapers,Community Newspaper,17758
2020,Q1,January,01,National,National,Digital,TV Network - Digital,1787126
2020,Q1,March,03,Saskatchewan,Regina - Moose Jaw,Newspapers,Community Newspaper,1630
2020,Q4,December,12,Saskatchewan,Saskatoon,Newspapers,Community Newspaper,1488
2020,Q2,April,04,National,National,Magazines,Ad Sales House,45294
2021,Q3,September,09,Alberta,Red Deer,Radio,Spot Radio,67577
2022,Q2,April,04,Quebec,Saguenay,Linear Television,Conventional TV,65847
2018,Q4,October,10,Ontario,Toronto - Hamilton - Niagara Falls,Linear Television,Conventional TV,27821115
2020,Q1,March,03,British Columbia,Prince George,Newspapers,Community Newspaper,10193
2020,Q3,September,09,Ontario,Thunder Bay,Linear Television,Spot TV,53314
2022,Q2,April,04,Quebec,Chaleur Bay - Carleton,Linear Television,Specialty TV,620
2018,Q3,July,07,British Columbia,Kelowna - Okanagan Valley - Kamloops,Magazines,Consumer Magazines,1673
2018,Q1,January,01,Multi-Market,Multi-Market,Newspapers,Community Newspaper,12384
2020,Q4,November,11,Ontario,Kingston,Newspapers,Community Newspaper,12158
2023,Q2,April,04,British Columbia,Vancouver - Victoria,Magazines,Trade Magazines,4737
2019,Q2,June,06,Ontario,Thunder Bay,Linear Television,Specialty TV,23843
2020,Q1,March,03,Quebec,Rouyn - Noranda - Val D'Or,Newspapers,Community Newspaper,24690
2019,Q3,July,07,Multi-Market,Multi-Market,Out of Home,Transit,298211
2022,Q1,February,02,Quebec,Sherbrooke,Linear Television,Specialty TV,5705
2022,Q4,October,10,New Brunswick,St. John - Fredericton - Moncton,Radio,Spot Radio,270018
2020,Q2,June,06,Multi-Market,Multi-Market,Out of Home,Stadiums & Arenas,265563
2019,Q3,September,09,Ontario,Toronto - Hamilton - Niagara Falls,Magazines,Consumer Magazines,269562
2018,Q3,July,07,Ontario,Peterborough - Belleville - Trenton,Linear Television,Spot TV,37828
2021,Q3,July,07,Multi-Market,Ottawa - Gatineau,Radio,Spot Radio,1293414
2021,Q1,February,02,New Brunswick,St. John - Fredericton - Moncton,Linear Television,Spot TV,23264
2020,Q1,March,03,National,National,Out of Home,Billboards,3846897
2020,Q2,April,04,Quebec,Saguenay,Linear Television,Spot TV,5157
2018,Q1,January,01,Newfoundland and Labrador,St. Johns - Corner Brook,Radio,Spot Radio,184853
2019,Q1,January,01,National,National,Digital,Pure Play - Social,34696853
2021,Q4,December,12,Ontario,Kitchener - Waterloo - Cambridge - Guelph,Linear Television,Spot TV,57429
2019,Q1,March,03,Ontario,Toronto - Hamilton - Niagara Falls,Linear Television,Specialty TV,10202750
2019,Q2,May,05,British Columbia,Vancouver - Victoria,Newspapers,Community Newspaper,446186
2018,Q2,June,06,Quebec,Sherbrooke,Digital,Print - Digital,4712
2018,Q1,February,02,Ontario,Kingston,Linear Television,Conventional TV,397298
2018,Q3,July,07,Ontario,Sudbury - Timmins - North Bay,Radio,Spot Radio,459694
2018,Q4,November,11,Multi-Market,Multi-Market,Linear Television,Specialty TV,163718
2022,Q1,February,02,National,National,Magazines,Trade Magazines,510399
2020,Q1,February,02,Alberta,Calgary - Lethbridge,Radio,Spot Radio,1175135
2021,Q3,July,07,National,National,Digital,Ad Network/Ad Exchange,75216122
2021,Q1,January,01,Quebec,Saguenay,Radio,Spot Radio,47029
2021,Q4,December,12,Saskatchewan,Yorkton,Linear Television,Specialty TV,7275
2019,Q2,April,04,British Columbia,Prince George,Out of Home,Billboards,2442
2022,Q2,June,06,Multi-Market,Multi-Market,Out of Home,Events,163044
2018,Q2,June,06,Ontario,London - Woodstock - Wingham,Linear Television,Conventional TV,372658
2021,Q2,May,05,Quebec,Chaleur Bay - Carleton,Linear Television,Specialty TV,8067
2020,Q1,February,02,Nova Scotia,Halifax - Dartmouth,Newspapers,Community Newspaper,53797
2018,Q3,September,09,Quebec,Quebec City - Levis,Linear Television,Spot TV,295404
2022,Q3,August,08,Ontario,Barrie - Orillia,Linear Television,Spot TV,17971
2023,Q2,April,04,Nova Scotia,Halifax - Dartmouth,Linear Television,Spot TV,56221
2021,Q2,April,04,National,National,Magazines,Newspaper Magazines,33235
2022,Q1,January,01,Quebec,Montreal - Laval,Newspapers,Dailies,146681
2020,Q1,March,03,Alberta,Calgary - Lethbridge,Out of Home,Other,14430
2023,Q3,August,08,Quebec,Saguenay,Linear Television,Conventional TV,14479
2021,Q3,August,08,British Columbia,Vancouver - Victoria,Linear Television,Spot TV,2967233
2020,Q3,July,07,Ontario,Windsor,Radio,Spot Radio,273386
2020,Q3,August,08,Quebec,Trois -Rivieres - Shawinigan,Newspapers,Community Newspaper,42031
2021,Q1,January,01,Alberta,Medicine Hat,Out of Home,Billboards,567859
2022,Q1,March,03,Alberta,Lloydminster,Linear Television,Conventional TV,4789
2018,Q2,June,06,Ontario,Kenora,Newspapers,Community Newspaper,17044
2019,Q4,November,11,National,National,Magazines,Ad Sales House,120168
2023,Q1,March,03,National,National,Newspapers,Community Newspaper,41274
2023,Q1,January,01,Manitoba,Winnipeg - Brandon,Linear Television,Conventional TV,92521
2018,Q3,July,07,National,National,Digital,Pure Play - Content,17223104
2019,Q1,February,02,Alberta,Edmonton,Radio,Other,40634
2022,Q4,December,12,British Columbia,Dawson Creek,Radio,Spot Radio,18060
2022,Q4,November,11,Newfoundland and Labrador,St. Johns - Corner Brook,Linear Television,Specialty TV,48157
2021,Q2,June,06,Manitoba,Winnipeg - Brandon,Radio,Spot Radio,447330
2020,Q4,October,10,Prince Edward Island,Charlottetown,Newspapers,Community Newspaper,11179
2019,Q4,October,10,Manitoba,Winnipeg - Brandon,Linear Television,Conventional TV,647887
2023,Q1,March,03,Ontario,Barrie - Orillia,Linear Television,Specialty TV,55506
2020,Q2,June,06,National,National,Newspapers,Community Newspaper,22225
2018,Q1,February,02,Multi-Market,Multi-Market,Radio,Spot Radio,251941
2021,Q2,April,04,Ontario,Peterborough - Belleville - Trenton,Linear Television,Conventional TV,136373
2020,Q2,June,06,Multi-Market,Multi-Market,Out of Home,Cinema,4720
2018,Q2,May,05,Quebec,Riviere Du Loup,Radio,Spot Radio,113772
2018,Q4,October,10,Ontario,Toronto - Hamilton - Niagara Falls,Digital,Print - Digital,194480
2019,Q2,May,05,Quebec,Rouyn - Noranda - Val D'Or,Newspapers,Community Newspaper,22484
2020,Q1,March,03,Saskatchewan,Swift Current,Newspapers,Community Newspaper,75
2021,Q4,November,11,Yukon,Whitehorse,Radio,Spot Radio,15076
2023,Q2,May,05,National,National,Out of Home,Billboards,4361846
2020,Q1,February,02,Ontario,Sudbury - Timmins - North Bay,Linear Television,Specialty TV,8680
2018,Q2,May,05,Saskatchewan,Prince Albert,Radio,Spot Radio,135537
2023,Q2,May,05,New Brunswick,St. John - Fredericton - Moncton,Linear Television,Spot TV,33023
2023,Q2,June,06,British Columbia,Terrace - Kitimat - Prince Rupert,Radio,Spot Radio,20710
2018,Q1,March,03,Newfoundland and Labrador,St. Johns - Corner Brook,Linear Television,Spot TV,227143
2020,Q1,January,01,Ontario,Pembroke - Petawawa,Radio,Spot Radio,28806
2021,Q2,June,06,Ontario,Kitchener - Waterloo - Cambridge - Guelph,Linear Television,Specialty TV,111261
2019,Q1,January,01,Ontario,London - Woodstock - Wingham,Linear Television,Specialty TV,108809
2021,Q4,December,12,Quebec,Sherbrooke,Newspapers,Community Newspaper,4030
2018,Q4,December,12,Multi-Market,Multi-Market,Linear Television,Specialty TV,201139
2020,Q3,August,08,Ontario,Barrie - Orillia,Newspapers,Dailies,3506
2019,Q2,June,06,Quebec,Rouyn - Noranda - Val D'Or,Linear Television,Conventional TV,33189
2022,Q3,July,07,Saskatchewan,Saskatoon,Linear Television,Spot TV,93951
2020,Q1,January,01,Multi-Market,Multi-Market,Linear Television,Conventional TV,2080247
2022,Q4,October,10,Multi-Market,Multi-Market,Out of Home,Transit,712658
2020,Q2,May,05,Quebec,Quebec City - Levis,Magazines,Consumer Magazines,10442
2018,Q2,May,05,British Columbia,Vancouver - Victoria,Newspapers,Dailies,563420
2021,Q2,April,04,Ontario,London - Woodstock - Wingham,Newspapers,Community Newspaper,112235
2021,Q4,December,12,Quebec,Saguenay,Linear Television,Conventional TV,44990
2019,Q3,September,09,Ontario,Windsor,Newspapers,Dailies,48528
2018,Q1,March,03,Multi-Market,Ottawa - Gatineau,Out of Home,Other,982
2018,Q2,April,04,Alberta,Edmonton,Linear Television,Conventional TV,2233578
2018,Q4,October,10,Yukon,Whitehorse,Newspapers,Community Newspaper,376
2018,Q3,September,09,Alberta,Calgary - Lethbridge,Newspapers,Community Newspaper,29237
2020,Q4,December,12,British Columbia,Terrace - Kitimat - Prince Rupert,Linear Television,Specialty TV,430
2023,Q1,January,01,Multi-Market,Ottawa - Gatineau,Newspapers,Business Journals,18532
2022,Q1,March,03,Saskatchewan,Prince Albert,Linear Television,Specialty TV,2351
2018,Q1,January,01,Ontario,Toronto - Hamilton - Niagara Falls,Linear Television,Specialty TV,15746928
2021,Q3,August,08,Multi-Market,Multi-Market,Newspapers,Ad Sales House,110029
2019,Q4,October,10,Quebec,Montreal - Laval,Linear Television,Spot TV,2968349
2021,Q4,October,10,Alberta,Lloydminster,Linear Television,Specialty TV,1312
2021,Q2,June,06,Multi-Market,Ottawa - Gatineau,Out of Home,Billboards,7823
2018,Q2,June,06,Manitoba,Winnipeg - Brandon,Linear Television,Specialty TV,372166
2023,Q1,February,02,Multi-Market,Ottawa - Gatineau,Radio,Spot Radio,594774
2019,Q4,October,10,Multi-Market,Multi-Market,Magazines,Consumer Magazines,10790
2022,Q4,December,12,British Columbia,Vancouver - Victoria,Linear Television,Conventional TV,505758
2021,Q1,January,01,Nova Scotia,Sydney - Glace Bay,Newspapers,Community Newspaper,2569
2021,Q3,August,08,British Columbia,Prince George,Newspapers,Dailies,1470
2021,Q4,October,10,Alberta,Red Deer,Linear Television,Specialty TV,4941
2019,Q3,September,09,Ontario,Windsor,Newspapers,Community Newspaper,16576
2020,Q2,June,06,Alberta,Edmonton,Out of Home,Other,65289
2020,Q4,November,11,Ontario,Windsor,Newspapers,Dailies,30165
2021,Q1,February,02,Quebec,Trois -Rivieres - Shawinigan,Out of Home,Billboards,2919
2021,Q2,June,06,Ontario,Peterborough - Belleville - Trenton,Linear Television,Spot TV,459
2020,Q1,February,02,Manitoba,Winnipeg - Brandon,Digital,Pure Play - Content,0
2021,Q4,October,10,Quebec,Quebec City - Levis,Radio,Spot Radio,376922
2021,Q2,May,05,Ontario,Sault Sainte Marie,Radio,Spot Radio,97989
2023,Q2,June,06,Quebec,Saguenay,Linear Television,Specialty TV,18449
2023,Q2,June,06,Multi-Market,Multi-Market,Linear Television,Conventional TV,1755685
2019,Q2,June,06,Ontario,Toronto - Hamilton - Niagara Falls,Digital,Print - Digital,104931
2019,Q2,May,05,British Columbia,Terrace - Kitimat - Prince Rupert,Linear Television,Spot TV,29058
2021,Q1,January,01,Alberta,Edmonton,Out of Home,Other,106027
2021,Q4,November,11,British Columbia,Kelowna - Okanagan Valley - Kamloops,Radio,Spot Radio,273903
2019,Q3,September,09,Multi-Market,Ottawa - Gatineau,Linear Television,Specialty TV,307701
2023,Q1,February,02,New Brunswick,St. John - Fredericton - Moncton,Radio,Spot Radio,116369
2021,Q4,December,12,Manitoba,Winnipeg - Brandon,Digital,Pure Play - Content,309
2023,Q1,February,02,Alberta,Calgary - Lethbridge,Out of Home,Billboards,60783
2020,Q1,March,03,Ontario,London - Woodstock - Wingham,Out of Home,Other,5882
2021,Q3,September,09,Alberta,Lloydminster,Radio,Spot Radio,93717
2020,Q3,July,07,British Columbia,Vancouver - Victoria,Digital,Print - Digital,64911
2018,Q1,February,02,Ontario,Barrie - Orillia,Linear Television,Spot TV,115235
2020,Q1,March,03,Alberta,Calgary - Lethbridge,Newspapers,Dailies,65692
2021,Q3,July,07,Ontario,Thunder Bay,Linear Television,Spot TV,64836
2022,Q2,June,06,Alberta,Medicine Hat,Linear Television,Specialty TV,1987
2020,Q4,October,10,Multi-Market,Ottawa - Gatineau,Radio,Other,20382
2018,Q1,February,02,Newfoundland and Labrador,St. Johns - Corner Brook,Radio,Ad Sales House,1547
2022,Q4,December,12,Ontario,Kingston,Linear Television,Conventional TV,31573
2022,Q3,July,07,Quebec,Montreal - Laval,Radio,Spot Radio,1527538
2022,Q1,January,01,Quebec,Quebec City - Levis,Magazines,Consumer Magazines,3676
2021,Q2,April,04,Saskatchewan,Saskatoon,Linear Television,Specialty TV,59611
2021,Q3,August,08,Nova Scotia,Sydney - Glace Bay,Newspapers,Community Newspaper,10475
2018,Q4,October,10,British Columbia,Kelowna - Okanagan Valley - Kamloops,Newspapers,Dailies,16257
2019,Q2,April,04,Multi-Market,Multi-Market,Magazines,Consumer Magazines,39892
2019,Q3,July,07,National,National,Out of Home,Other,52205
2019,Q2,June,06,Quebec,Montreal - Laval,Digital,Print - Digital,125882
2021,Q4,December,12,Alberta,Lloydminster,Radio,Spot Radio,29715
2021,Q3,September,09,Quebec,Sherbrooke,Linear Television,Spot TV,31631
2018,Q1,March,03,Multi-Market,Multi-Market,Radio,Spot Radio,297666
2021,Q1,January,01,British Columbia,Kelowna - Okanagan Valley - Kamloops,Linear Television,Conventional TV,40679
2019,Q3,September,09,Nova Scotia,Halifax - Dartmouth,Digital,Print - Digital,1350
2020,Q4,October,10,Multi-Market,Ottawa - Gatineau,Newspapers,Business Journals,22710
2022,Q2,May,05,Alberta,Calgary - Lethbridge,Magazines,Consumer Magazines,4326
2018,Q3,September,09,New Brunswick,St. John - Fredericton - Moncton,Newspapers,Dailies,17599
2018,Q1,February,02,Quebec,Riviere Du Loup,Newspapers,Community Newspaper,5291
2022,Q4,October,10,National,National,Linear Television,Specialty TV,93276822
2022,Q4,November,11,New Brunswick,St. John - Fredericton - Moncton,Newspapers,Dailies,22773
2022,Q4,November,11,Multi-Market,Multi-Market,Linear Television,Specialty TV,219496
2018,Q2,May,05,Alberta,Lloydminster,Out of Home,Billboards,4085
2019,Q4,October,10,Quebec,Quebec City - Levis,Newspapers,Community Newspaper,188541
2022,Q3,August,08,Ontario,Barrie - Orillia,Linear Television,Specialty TV,49704
2018,Q3,August,08,Nova Scotia,Sydney - Glace Bay,Linear Television,Conventional TV,90672
2020,Q1,March,03,Manitoba,Winnipeg - Brandon,Out of Home,Billboards,53426
2021,Q2,June,06,Multi-Market,Rimonouski - Sept Iles - Perce - Bathurst,Linear Television,Specialty TV,5563
2023,Q1,March,03,Nova Scotia,Halifax - Dartmouth,Out of Home,Billboards,30565
2021,Q2,June,06,Multi-Market,Multi-Market,Magazines,Consumer Magazines,20809
2019,Q1,February,02,British Columbia,Vancouver - Victoria,Radio,Other,14960
2023,Q1,February,02,Quebec,Rouyn - Noranda - Val D'Or,Radio,Spot Radio,35111
2020,Q4,December,12,Ontario,Kitchener - Waterloo - Cambridge - Guelph,Linear Television,Conventional TV,443509
2019,Q3,August,08,Ontario,Toronto - Hamilton - Niagara Falls,Newspapers,Business Journals,11915
2021,Q1,February,02,Quebec,Riviere Du Loup,Radio,Spot Radio,57805
2023,Q1,January,01,British Columbia,Dawson Creek,Newspapers,Community Newspaper,1207
2018,Q3,September,09,National,National,Magazines,Trade Magazines,1202122
2022,Q4,October,10,Ontario,Windsor,Newspapers,Community Newspaper,4141
2020,Q3,August,08,National,National,Magazines,Consumer Magazines,338878
2019,Q2,May,05,National,National,Linear Television,Ad Sales House,299288
2019,Q4,December,12,Quebec,Rouyn - Noranda - Val D'Or,Linear Television,Spot TV,14131
2020,Q3,September,09,Saskatchewan,Saskatoon,Linear Television,Specialty TV,55454
2019,Q4,December,12,Ontario,Thunder Bay,Radio,Spot Radio,188546
2018,Q3,September,09,Nova Scotia,Halifax - Dartmouth,Radio,Spot Radio,513049
2020,Q4,October,10,Multi-Market,Multi-Market,Magazines,Trade Magazines,26280
2020,Q1,January,01,Ontario,Barrie - Orillia,Digital,Print - Digital,0
2018,Q3,September,09,Ontario,Toronto - Hamilton - Niagara Falls,Out of Home,Ad Sales House,38871
2018,Q2,April,04,Prince Edward Island,Charlottetown,Linear Television,Conventional TV,107743
2019,Q4,December,12,British Columbia,Vancouver - Victoria,Linear Television,Specialty TV,1039620
2021,Q4,October,10,Multi-Market,Rimonouski - Sept Iles - Perce - Bathurst,Linear Television,Conventional TV,46640
2019,Q2,May,05,British Columbia,Vancouver - Victoria,Out of Home,Transit,1412
2023,Q3,August,08,Quebec,Quebec City - Levis,Linear Television,Conventional TV,83385
2021,Q3,July,07,Ontario,Barrie - Orillia,Linear Television,Conventional TV,80386
2020,Q2,June,06,Ontario,Kingston,Linear Television,Specialty TV,21134
2020,Q2,May,05,Ontario,Sudbury - Timmins - North Bay,Newspapers,Community Newspaper,23825
2018,Q4,October,10,Ontario,Thunder Bay,Radio,Spot Radio,167843
2023,Q2,May,05,Ontario,London - Woodstock - Wingham,Linear Television,Spot TV,36237
2022,Q4,November,11,Ontario,Kenora,Linear Television,Conventional TV,0
2022,Q1,February,02,Northwest Territories,Yellowknife,Newspapers,Community Newspaper,4138
2020,Q3,August,08,Saskatchewan,Swift Current,Newspapers,Community Newspaper,421
2021,Q1,February,02,British Columbia,Prince George,Newspapers,Community Newspaper,53008
2020,Q2,April,04,National,National,Linear Television,Other,33816
2020,Q2,June,06,Ontario,Sudbury - Timmins - North Bay,Radio,Spot Radio,167717
2018,Q1,February,02,Ontario,Sault Sainte Marie,Newspapers,Community Newspaper,20493
2018,Q1,January,01,Ontario,Toronto - Hamilton - Niagara Falls,Radio,Other,66270
2022,Q4,October,10,Alberta,Edmonton,Magazines,Trade Magazines,23867
2021,Q1,March,03,Saskatchewan,Swift Current,Newspapers,Community Newspaper,438
2023,Q3,September,09,British Columbia,Vancouver - Victoria,Digital,Print - Digital,44720
